probe,gene
ILMN_1652246,NACAD
ILMN_1652248,KIAA0895L
ILMN_1652249,PTPA
ILMN_1652276,MAGEA3
ILMN_1652277,SECTM1
ILMN_1652280,FBXO32
ILMN_1652287,NOG
ILMN_1652291,EVX2
ILMN_1652300,ZNF507
ILMN_1652306,MEGF10
ILMN_1652309,TTC8
ILMN_1652313,RNF215
ILMN_1652314,SPAG1
ILMN_1652331,KCTD5
ILMN_1652333,FN3KRP
ILMN_1652357,PDHX
ILMN_1652365,DNAH14
ILMN_1652366,NLRP7
ILMN_1652369,ERCC1
ILMN_1652371,KIAA1324L
ILMN_1652376,IFNA17
ILMN_1652378,IPO7
ILMN_1652379,SUCLG2
ILMN_1652381,SIGLEC5
ILMN_1652394,RAB2A
ILMN_1652397,TRPT1
ILMN_1652407,ZMYND8
ILMN_1652409,SPATA7
ILMN_1652412,PHKB
ILMN_1652413,UCN2
ILMN_1652424,OR1S1
ILMN_1652431,CA1
ILMN_1652439,KRTAP3-1
ILMN_1652445,RAC1
ILMN_1652456,TMEM98
ILMN_1652461,PARD3B
ILMN_1652464,TUBA3E
ILMN_1652465,SLC26A4
ILMN_1652472,BRAF
ILMN_1652486,THAP7
ILMN_1652487,RIOK1
ILMN_1652490,MANSC1
ILMN_1652494,TCAF2
ILMN_1652505,APEX2
ILMN_1652512,C2CD2
ILMN_1652521,MTMR9
ILMN_1652525,MVB12B
ILMN_1652540,RELL2
ILMN_1652549,DTNA
ILMN_1652578,TSHB
ILMN_1652580,POLD1
ILMN_1652594,ACTR5
ILMN_1652602,LMNTD2
ILMN_1652631,GLIPR2
ILMN_1652638,LRRC58
ILMN_1652647,INPP4A
ILMN_1652650,SH3KBP1
ILMN_1652662,GRB10
ILMN_1652670,PRAMEF1
ILMN_1652674,LLGL2
ILMN_1652677,FAM89A
ILMN_1652687,TMEM198B
ILMN_1652693,SHH
ILMN_1652694,FAM131B
ILMN_1652715,RPP38-DT
ILMN_1652716,ERI1
ILMN_1652719,TMCO5A
ILMN_1652722,ATP5MPL
ILMN_1652727,GLT8D1
ILMN_1652729,ANK2
ILMN_1652732,HTR7
ILMN_1652735,RFXAP
ILMN_1652736,RPS6KA3
ILMN_1652749,ERF
ILMN_1652753,PAAF1
ILMN_1652754,ZNF428
ILMN_1652762,HIC2
ILMN_1652777,CDC42EP2
ILMN_1652780,TMOD2
ILMN_1652787,PIK3AP1
ILMN_1652790,CLK1
ILMN_1652797,FAM174B
ILMN_1652806,ATP5PF
ILMN_1652807,HOXA3
ILMN_1652819,OPA3
ILMN_1652825,IL10RA
ILMN_1652826,LRRC17
ILMN_1652846,PCYT2
ILMN_1652852,GAS2
ILMN_1652857,SLC15A1
ILMN_1652865,BAIAP2
ILMN_1652866,LMX1B
ILMN_1652871,PLSCR5
ILMN_1652872,UBOX5
ILMN_1652888,HGH1
ILMN_1652906,GBGT1
ILMN_1652907,CDC5L
ILMN_1652913,EZH2
ILMN_1652918,RHOF
ILMN_1652928,ORAI2
ILMN_1652929,POGZ
ILMN_1652931,CLDN25
ILMN_1652938,PRRG3
ILMN_1652939,SPATA31A1
ILMN_1652940,TUBA3FP
ILMN_1652946,VSTM5
ILMN_1652952,RASAL2
ILMN_1652959,ABCD2
ILMN_1652963,C1orf194
ILMN_1652969,ZNF479
ILMN_1652975,DLK1
ILMN_1652982,NPIPB3
ILMN_1652989,NUP160
ILMN_1652991,NBPF10
ILMN_1652992,PRDM2
ILMN_1652996,SMG1
ILMN_1652998,HIST1H2BL
ILMN_1653001,CABLES1
ILMN_1653006,CSN1S1
ILMN_1653018,TMEM232
ILMN_1653026,PLAC8
ILMN_1653028,COL4A1
ILMN_1653040,PCDHGA12
ILMN_1653042,HSD3B7
ILMN_1653047,DHX40
ILMN_1653055,SOX3
ILMN_1653073,OR10Q1
ILMN_1653098,SLC30A4
ILMN_1653102,BICDL1
ILMN_1653103,CNBD2
ILMN_1653115,ECH1
ILMN_1653120,ST6GAL1
ILMN_1653125,PER1
ILMN_1653127,HERC2P2
ILMN_1653129,CSTF2
ILMN_1653133,SH3D19
ILMN_1653134,CNEP1R1
ILMN_1653143,ECD
ILMN_1653146,MSH4
ILMN_1653155,C2CD4C
ILMN_1653158,DPRX
ILMN_1653161,SNCG
ILMN_1653163,ZSCAN2
ILMN_1653165,AAMP
ILMN_1653166,CLEC10A
ILMN_1653174,GCNT2
ILMN_1653180,TPM4
ILMN_1653189,GTF2I
ILMN_1653200,SLC22A17
ILMN_1653203,EFEMP2
ILMN_1653205,RBIS
ILMN_1653209,ZWINT
ILMN_1653211,ATP1B4
ILMN_1653220,PITPNM1
ILMN_1653228,C3orf22
ILMN_1653251,HIST1H1B
ILMN_1653263,GPRIN1
ILMN_1653267,GPR26
ILMN_1653274,NUDT10
ILMN_1653282,LCE2A
ILMN_1653283,APP
ILMN_1653292,PFKFB4
ILMN_1653310,ZNF580
ILMN_1653319,MC1R
ILMN_1653324,IL22RA2
ILMN_1653332,HAUS6
ILMN_1653337,USP32
ILMN_1653340,RECQL5
ILMN_1653342,DUS1L
ILMN_1653358,FUT3
ILMN_1653367,TAF12
ILMN_1653372,ATP8B3
ILMN_1653376,FAM171B
ILMN_1653385,KIF3A
ILMN_1653386,SULT6B1
ILMN_1653390,SDHAP1
ILMN_1653395,CCR5
ILMN_1653404,NKIRAS2
ILMN_1653412,RAX2
ILMN_1653415,SPANXA2
ILMN_1653428,SPINK9
ILMN_1653429,SLC35A3
ILMN_1653432,HNRNPDL
ILMN_1653434,DMD
ILMN_1653443,CDK2
ILMN_1653447,PSORS1C2
ILMN_1653453,MID1
ILMN_1653461,CCSER1
ILMN_1653463,SULT1C3
ILMN_1653466,HES4
ILMN_1653469,RPL12
ILMN_1653470,KLC2
ILMN_1653471,CDY1
ILMN_1653480,CCDC125
ILMN_1653494,S100A1
ILMN_1653496,GLUL
ILMN_1653498,IGSF6
ILMN_1653501,SEMA3B
ILMN_1653504,S1PR1
ILMN_1653514,RBBP4
ILMN_1653524,SIKE1
ILMN_1653529,TEX10
ILMN_1653562,ZNF705D
ILMN_1653575,IL18BP
ILMN_1653578,XYLT1
ILMN_1653591,TRIM40
ILMN_1653599,ATP5F1D
ILMN_1653607,TXNDC2
ILMN_1653612,KCTD9
ILMN_1653613,PIGO
ILMN_1653615,DENND6A
ILMN_1653618,ZZZ3
ILMN_1653646,UBL7
ILMN_1653648,GPR63
ILMN_1653652,PTPRC
ILMN_1653665,TTN
ILMN_1653666,KLHL7
ILMN_1653670,CUL3
ILMN_1653678,DTX4
ILMN_1653687,GALNT9
ILMN_1653704,IL9
ILMN_1653708,CORO1B
ILMN_1653709,TIMM9
ILMN_1653711,FZD2
ILMN_1653712,UAP1L1
ILMN_1653718,ZFAND2B
ILMN_1653719,ITGBL1
ILMN_1653728,ERBB4
ILMN_1653730,OXCT2
ILMN_1653738,INTS4
ILMN_1653748,CST11
ILMN_1653750,SOX10
ILMN_1653761,MYCN
ILMN_1653762,NRSN1
ILMN_1653766,CCL24
ILMN_1653771,WDR63
ILMN_1653783,MLC1
ILMN_1653788,RNF208
ILMN_1653793,PDPK1
ILMN_1653794,SNHG5
ILMN_1653797,C6orf62
ILMN_1653814,HBBP1
ILMN_1653821,ADRA1A
ILMN_1653822,NEK2
ILMN_1653824,LAMC2
ILMN_1653826,FGF13
ILMN_1653828,CHFR
ILMN_1653834,OGFOD1
ILMN_1653836,KIAA1549L
ILMN_1653856,UBASH3B
ILMN_1653861,SCMH1
ILMN_1653867,ZNF483
ILMN_1653871,NAMPT
ILMN_1653876,SPG21
ILMN_1653878,CACNB2
ILMN_1653879,NPTX1
ILMN_1653896,ATRIP
ILMN_1653927,SNORD83A
ILMN_1653940,USP2
ILMN_1653956,LINC01091
ILMN_1653965,ITGB4
ILMN_1653980,METTL8
ILMN_1654001,SMC6
ILMN_1654010,AGPAT3
ILMN_1654013,HID1
ILMN_1654016,MYL12B
ILMN_1654031,TPTE2
ILMN_1654032,ZER1
ILMN_1654060,MKNK2
ILMN_1654065,ATOH8
ILMN_1654068,NUDT1
ILMN_1654072,CX3CL1
ILMN_1654074,ITGA3
ILMN_1654099,LRIG2
ILMN_1654109,EGFLAM
ILMN_1654112,PARD6A
ILMN_1654118,BCL2L1
ILMN_1654141,ZDHHC20
ILMN_1654151,COX6C
ILMN_1654165,SLC45A2
ILMN_1654170,HERC2P2
ILMN_1654195,GCC2
ILMN_1654200,RGPD3
ILMN_1654204,DNAJC5B
ILMN_1654210,CD1C
ILMN_1654212,DOK7
ILMN_1654217,MPP2
ILMN_1654228,PCDHGA3
ILMN_1654240,TAF1
ILMN_1654246,SIRT6
ILMN_1654261,TRPV1
ILMN_1654262,ZMAT3
ILMN_1654268,HMGB2
ILMN_1654287,ADCY9
ILMN_1654289,ELK1
ILMN_1654318,PTPN23
ILMN_1654319,HAPLN3
ILMN_1654322,ATP1B3
ILMN_1654323,UBE3A
ILMN_1654324,HEYL
ILMN_1654331,HOXB4
ILMN_1654340,UGP2
ILMN_1654357,ZNF24
ILMN_1654370,TESK2
ILMN_1654385,ASB13
ILMN_1654392,KHNYN
ILMN_1654396,ITGB2
ILMN_1654398,RGL1
ILMN_1654402,IL18BP
ILMN_1654408,TRAF7
ILMN_1654411,CCL18
ILMN_1654414,ACSL3
ILMN_1654415,PTF1A
ILMN_1654421,MPHOSPH9
ILMN_1654422,ACTN2
ILMN_1654429,PARPBP
ILMN_1654436,ZNF251
ILMN_1654441,OAT
ILMN_1654457,TXN2
ILMN_1654459,SPANXN1
ILMN_1654466,PLAC4
ILMN_1654473,ZP1
ILMN_1654479,GML
ILMN_1654488,KDM6A
ILMN_1654497,ATAD1
ILMN_1654504,CLEC7A
ILMN_1654516,TMEM120A
ILMN_1654518,LRCH4
ILMN_1654534,NPSR1
ILMN_1654540,SEMA6D
ILMN_1654541,ATP6V1G2
ILMN_1654542,FAM172A
ILMN_1654543,MED6
ILMN_1654545,CPSF1
ILMN_1654552,MRPS31
ILMN_1654560,TLR6
ILMN_1654563,EFNB1
ILMN_1654566,HSPA1L
ILMN_1654570,TEKT1
ILMN_1654571,FCHO1
ILMN_1654583,CHD1
ILMN_1654586,RASA3
ILMN_1654594,SLC34A2
ILMN_1654598,IQCA1
ILMN_1654602,SDHAP1
ILMN_1654606,ZDHHC22
ILMN_1654612,ZNF589
ILMN_1654613,THRA
ILMN_1654629,TMEM175
ILMN_1654632,RGS7BP
ILMN_1654639,HERC6
ILMN_1654653,KLC1
ILMN_1654663,CPSF4L
ILMN_1654671,PRELID3A
ILMN_1654677,RAD9B
ILMN_1654685,MCTP1
ILMN_1654689,ZNF197
ILMN_1654690,HDHD5
ILMN_1654691,FKBP3
ILMN_1654696,C15orf48
ILMN_1654697,ZNF280B
ILMN_1654703,GPR157
ILMN_1654722,MPV17L
ILMN_1654735,SLCO3A1
ILMN_1654737,TRIM32
ILMN_1654742,GJD4
ILMN_1654759,CLDN22
ILMN_1654766,SLC9B2
ILMN_1654773,CASK
ILMN_1654778,LSP1
ILMN_1654786,TRIM6
ILMN_1654812,UNC93B1
ILMN_1654819,ZNF589
ILMN_1654851,RETREG2
ILMN_1654854,CAVIN4
ILMN_1654855,DCX
ILMN_1654857,GFY
ILMN_1654861,ACO2
ILMN_1654864,BROX
ILMN_1654866,RANBP2
ILMN_1654875,CLC
ILMN_1654890,LENG8
ILMN_1654893,SCAMP2
ILMN_1654899,CT47A6
ILMN_1654916,KIF7
ILMN_1654920,HNRNPH3
ILMN_1654939,TMED2
ILMN_1654942,NFIC
ILMN_1654945,DNMT3A
ILMN_1654946,ZSCAN18
ILMN_1654966,SCARA3
ILMN_1654979,EPHA6
ILMN_1654980,OTOA
ILMN_1654997,P2RX3
ILMN_1655011,SERF1B
ILMN_1655039,SLC27A4
ILMN_1655046,NUTF2
ILMN_1655051,FAM86B1
ILMN_1655068,TOM1L2
ILMN_1655077,PRDM1
ILMN_1655086,BNC1
ILMN_1655114,ABR
ILMN_1655117,WDR19
ILMN_1655126,PI4KAP2
ILMN_1655154,PTBP1
ILMN_1655155,PRPS1L1
ILMN_1655161,MORN1
ILMN_1655163,STK24
ILMN_1655165,RNF138
ILMN_1655167,ZNF502
ILMN_1655171,PCDHGC5
ILMN_1655191,CASZ1
ILMN_1655194,JADE1
ILMN_1655201,FAM207A
ILMN_1655206,ZBTB34
ILMN_1655210,BPY2
ILMN_1655218,NFAT5
ILMN_1655225,C19orf25
ILMN_1655229,SLC7A11
ILMN_1655240,TAS1R2
ILMN_1655241,PURG
ILMN_1655245,MDM1
ILMN_1655251,KRTAP3-1
ILMN_1655261,ERP27
ILMN_1655269,C2orf66
ILMN_1655272,SLC23A2
ILMN_1655283,INPP4A
ILMN_1655296,UTRN
ILMN_1655306,PPP6R2
ILMN_1655307,FAM136A
ILMN_1655311,C15orf61
ILMN_1655312,HPS5
ILMN_1655316,PSMC6
ILMN_1655329,RIOK2
ILMN_1655330,SPAG11B
ILMN_1655340,RNF181
ILMN_1655341,PLAC8L1
ILMN_1655347,SCGB1A1
ILMN_1655348,GPR1
ILMN_1655365,CCDC173
ILMN_1655374,SELENOV
ILMN_1655377,MRPS22
ILMN_1655382,DCLRE1B
ILMN_1655387,PRDM16
ILMN_1655403,ERI2
ILMN_1655405,SCARF2
ILMN_1655414,TNFSF14
ILMN_1655418,CAPNS1
ILMN_1655422,RPL17
ILMN_1655429,TNFAIP1
ILMN_1655433,BCKDHB
ILMN_1655446,XKR6
ILMN_1655449,OR5R1
ILMN_1655468,DSG3
ILMN_1655469,TSPAN3
ILMN_1655474,RNASE9
ILMN_1655482,TRIM27
ILMN_1655485,SPRTN
ILMN_1655497,EIF4B
ILMN_1655498,C16orf92
ILMN_1655504,IFT81
ILMN_1655509,ASAH1
ILMN_1655521,DMRTA1
ILMN_1655525,FLCN
ILMN_1655532,ASB6
ILMN_1655537,ING1
ILMN_1655545,ZMYND12
ILMN_1655549,SIGLEC10
ILMN_1655557,INTS6
ILMN_1655561,ARPC3
ILMN_1655563,CTIF
ILMN_1655565,UGT3A2
ILMN_1655572,AGPAT4-IT1
ILMN_1655577,TIAM1
ILMN_1655595,SERPINE2
ILMN_1655608,KLHL18
ILMN_1655610,RET
ILMN_1655611,TSHZ2
ILMN_1655612,ARRDC2
ILMN_1655613,GSTA2
ILMN_1655614,DSP
ILMN_1655622,THAP12
ILMN_1655625,GPATCH1
ILMN_1655632,DVL1
ILMN_1655635,METTL3
ILMN_1655637,UPK1A
ILMN_1655642,FANCI
ILMN_1655644,ZNF804A
ILMN_1655645,AK2
ILMN_1655654,MPDU1
ILMN_1655663,P3H4
ILMN_1655664,DGKD
ILMN_1655684,SARS2
ILMN_1655690,CDR1
ILMN_1655702,ABHD5
ILMN_1655711,PRLHR
ILMN_1655713,OR2M7
ILMN_1655720,CNNM4
ILMN_1655722,BCL2L15
ILMN_1655733,RFC2
ILMN_1655734,RPF1
ILMN_1655740,SNAI2
ILMN_1655748,ZSCAN31
ILMN_1655765,MRPS21
ILMN_1655766,ANKRD34B
ILMN_1655780,EEF1AKMT2
ILMN_1655788,ZNF780A
ILMN_1655809,SF3A1
ILMN_1655821,CAPG
ILMN_1655827,COPS2
ILMN_1655844,TAF1A
ILMN_1655849,GSC
ILMN_1655867,PLAAT1
ILMN_1655868,ANP32C
ILMN_1655876,TMEM159
ILMN_1655880,CHST11
ILMN_1655884,ATP2A2
ILMN_1655892,MMGT1
ILMN_1655893,CCDC171
ILMN_1655894,MYL1
ILMN_1655904,ROR1
ILMN_1655905,DEFB131A
ILMN_1655906,FBXW7
ILMN_1655913,NUCB2
ILMN_1655915,MMP11
ILMN_1655921,GTF2E1
ILMN_1655922,PPP6R2
ILMN_1655924,TRNT1
ILMN_1655930,ELL2
ILMN_1655932,RPE
ILMN_1655935,ADCY7
ILMN_1655949,ANXA8
ILMN_1655950,ZHX1
ILMN_1655952,WASHC1
ILMN_1655974,PDE6B
ILMN_1655983,CDC14A
ILMN_1655987,STAB1
ILMN_1655990,CDK5RAP2
ILMN_1656011,RGS1
ILMN_1656016,DHX9
ILMN_1656017,NRF1
ILMN_1656021,DAZ4
ILMN_1656033,PCDHA2
ILMN_1656040,NTN3
ILMN_1656042,KIAA0319L
ILMN_1656045,CELF6
ILMN_1656051,KRTAP19-4
ILMN_1656057,PLAU
ILMN_1656066,TNPO2
ILMN_1656079,KCNQ1
ILMN_1656082,H3F3A
ILMN_1656088,CCDC190
ILMN_1656097,SLCO1A2
ILMN_1656111,MYLIP
ILMN_1656118,ZBTB7A
ILMN_1656129,SLC39A10
ILMN_1656132,PNLDC1
ILMN_1656134,CNOT7
ILMN_1656136,STAU1
ILMN_1656144,MAPKAPK2
ILMN_1656145,GOT1
ILMN_1656149,C11orf80
ILMN_1656159,ATP10D
ILMN_1656165,USP9X
ILMN_1656170,JAKMIP1
ILMN_1656171,ADAMTS19
ILMN_1656184,PI4KAP1
ILMN_1656185,DEF8
ILMN_1656186,SLC41A1
ILMN_1656192,ZNF704
ILMN_1656193,ACTL9
ILMN_1656194,TSPAN10
ILMN_1656196,E2F6
ILMN_1656200,KATNAL2
ILMN_1656221,OR2T27
ILMN_1656225,DUPD1
ILMN_1656233,SPDYE8P
ILMN_1656242,C1R
ILMN_1656248,CLMP
ILMN_1656250,NKX6-3
ILMN_1656254,NOTCH2NLA
ILMN_1656274,PRPF38A
ILMN_1656285,METTL7A
ILMN_1656287,SPOCK2
ILMN_1656291,TSKS
ILMN_1656293,GOSR2
ILMN_1656297,YBEY
ILMN_1656300,GFRA2
ILMN_1656303,SNORD28
ILMN_1656310,IDO1
ILMN_1656315,DMD
ILMN_1656316,ZMYM3
ILMN_1656321,LTBP1
ILMN_1656327,GLT1D1
ILMN_1656330,CCKAR
ILMN_1656335,RIT1
ILMN_1656338,PTPRS
ILMN_1656342,FBXO48
ILMN_1656361,ARHGAP27
ILMN_1656364,ASB12
ILMN_1656368,ALDH4A1
ILMN_1656369,TCIM
ILMN_1656371,TRPA1
ILMN_1656372,PES1
ILMN_1656373,BNC2
ILMN_1656378,NMT2
ILMN_1656382,BOLA2
ILMN_1656383,SOHLH1
ILMN_1656386,SEC24D
ILMN_1656393,PPP2R3A
ILMN_1656395,MYOT
ILMN_1656399,TCEAL8
ILMN_1656404,ZNF251
ILMN_1656409,STON1-GTF2A1L
ILMN_1656410,TRPC6
ILMN_1656413,ZMPSTE24
ILMN_1656415,CDKN2C
ILMN_1656422,GPR87
ILMN_1656424,SNRPE
ILMN_1656427,GID4
ILMN_1656434,IP6K1
ILMN_1656452,TEDC2
ILMN_1656463,HIKESHI
ILMN_1656472,GRAP
ILMN_1656477,ARSA
ILMN_1656482,OSBPL2
ILMN_1656486,DNAJC10
ILMN_1656487,FGA
ILMN_1656495,NOTO
ILMN_1656496,EPC2
ILMN_1656501,DUSP5
ILMN_1656504,ZNF304
ILMN_1656525,SPG21
ILMN_1656537,SNRPN
ILMN_1656540,RUVBL1
ILMN_1656546,ARHGEF11
ILMN_1656554,OR4M2
ILMN_1656557,ARMC8
ILMN_1656560,PARM1
ILMN_1656563,PAX8
ILMN_1656574,PCGF6
ILMN_1656576,ATCAY
ILMN_1656577,KCNH7
ILMN_1656593,AK5
ILMN_1656595,STAC3
ILMN_1656615,DNAAF5
ILMN_1656617,CCDC184
ILMN_1656621,CHMP2A
ILMN_1656625,RPS24
ILMN_1656628,WDR4
ILMN_1656638,BHMT
ILMN_1656656,COX19
ILMN_1656670,HLA-G
ILMN_1656676,ZYG11B
ILMN_1656682,AZIN1
ILMN_1656684,CCR3
ILMN_1656691,FBXO4
ILMN_1656706,LCE2D
ILMN_1656713,IGLL1
ILMN_1656715,THSD7A
ILMN_1656718,DEF8
ILMN_1656724,OR14A16
ILMN_1656743,MIA2
ILMN_1656761,TGIF1
ILMN_1656791,RPS6
ILMN_1656792,FLYWCH1
ILMN_1656798,TIMM17A
ILMN_1656802,LOXL2
ILMN_1656807,RPL27
ILMN_1656812,NMRK2
ILMN_1656818,GPR141
ILMN_1656822,DNM2
ILMN_1656826,SH3RF1
ILMN_1656837,RBP1
ILMN_1656840,VPS13D
ILMN_1656846,GBA2
ILMN_1656849,SLC26A8
ILMN_1656868,NPIPB3
ILMN_1656869,LGALS9B
ILMN_1656886,LIN37
ILMN_1656900,SULT1A1
ILMN_1656902,HECTD3
ILMN_1656904,SLC1A4
ILMN_1656909,RGPD5
ILMN_1656910,TRIM6
ILMN_1656913,MDH1
ILMN_1656915,PSD3
ILMN_1656920,CRIP1
ILMN_1656927,SEMA5A
ILMN_1656933,NKPD1
ILMN_1656934,REPS2
ILMN_1656940,ABLIM3
ILMN_1656942,PRICKLE3
ILMN_1656949,SLFN14
ILMN_1656951,APCDD1
ILMN_1656955,PCDHGC3
ILMN_1656977,HIBCH
ILMN_1656979,ABO
ILMN_1656992,NLRP10
ILMN_1657002,OR51B5
ILMN_1657009,NFASC
ILMN_1657039,FILIP1
ILMN_1657044,STARD6
ILMN_1657045,ABR
ILMN_1657050,ARSK
ILMN_1657058,PPIL6
ILMN_1657064,ERMARD
ILMN_1657077,SOCS6
ILMN_1657086,CLEC4GP1
ILMN_1657087,ZNF385B
ILMN_1657095,STARD3
ILMN_1657096,B3GALNT1
ILMN_1657111,AHNAK2
ILMN_1657128,PTPRU
ILMN_1657129,SKAP2
ILMN_1657139,ADAT1
ILMN_1657141,FMR1NB
ILMN_1657144,IBA57
ILMN_1657145,MEOX1
ILMN_1657149,VXN
ILMN_1657153,ACTR3
ILMN_1657158,RNF168
ILMN_1657191,KRTAP10-5
ILMN_1657194,TSNAXIP1
ILMN_1657199,NFASC
ILMN_1657204,SAE1
ILMN_1657230,MYRIP
ILMN_1657234,CCL20
ILMN_1657235,PALM3
ILMN_1657237,NUBP2
ILMN_1657247,TBC1D3B
ILMN_1657248,EREG
ILMN_1657254,SGCD
ILMN_1657283,ALKBH5
ILMN_1657295,CPA6
ILMN_1657302,SULT1A1
ILMN_1657312,CBWD2
ILMN_1657316,IGSF1
ILMN_1657317,POLR2J
ILMN_1657332,CCDC85B
ILMN_1657340,ZNF607
ILMN_1657347,PODXL2
ILMN_1657349,EPHA6
ILMN_1657358,CD200R1L
ILMN_1657361,CBX7
ILMN_1657373,P3H2
ILMN_1657378,LOC440446
ILMN_1657381,RASSF6
ILMN_1657395,HMGCR
ILMN_1657399,RFX6
ILMN_1657405,SPPL3
ILMN_1657406,NUP50
ILMN_1657423,SPG21
ILMN_1657429,SMAGP
ILMN_1657435,MT1M
ILMN_1657436,FGFR1OP2
ILMN_1657440,KCNC2
ILMN_1657446,NTPCR
