probe,gene
222454_s_at,PARVA
222455_s_at,PARVA
222456_s_at,LIMA1
222457_s_at,LIMA1
222458_s_at,AKIRIN1
222459_at,AKIRIN1
222460_s_at,FAM192A
222462_s_at,BACE1
222463_s_at,BACE1
222464_s_at,MCMBP
222465_at,RSL24D1
222466_s_at,MRPL42
222467_s_at,PPP6R3
222468_at,KIAA0319L
222469_s_at,TOLLIP
222470_s_at,UQCC1
222471_s_at,KCMF1
222472_at,AFTPH
222473_s_at,ERBIN
222474_s_at,TOMM22
222475_at,SAP30BP
222476_at,CNOT6
222477_s_at,TM7SF3
222478_at,VPS36
222479_s_at,DYNC1LI1
222480_at,UBE2Q1
222481_at,TIMM10B
222482_at,SSBP3
222483_at,EFHD2
222484_s_at,CXCL14
222485_at,FKBP3
222486_s_at,ADAMTS1
222487_s_at,RPS27L
222488_s_at,DCTN4
222489_s_at,WRNIP1
222491_at,HGSNAT
222492_at,PDXK
222493_s_at,ZFAND3
222494_at,FOXN3
222495_at,TMEM167B
222496_s_at,RBM47
222497_x_at,NMD3
222498_at,AZI2
222499_at,MRPS16
222500_at,PPIL1
222501_s_at,REPIN1
222502_s_at,UFM1
222503_s_at,WDR41
222504_s_at,EMC8
222505_at,LMBR1
222506_at,LMBR1
222507_s_at,TMEM9B
222508_s_at,ARGLU1
222509_s_at,ZNF672
222510_s_at,MKRN2
222511_x_at,FAF1
222512_at,NUB1
222513_s_at,SORBS1
222514_at,RRAGC
222515_x_at,TMEM165
222516_at,AP3M1
222517_at,AP3M1
222518_at,ARFGEF2
222519_s_at,IFT57
222520_s_at,IFT57
222522_x_at,MRPS10
222523_at,SENP2
222524_s_at,ASB6
222525_s_at,CCDC25
222526_at,GATAD2A
222527_s_at,RBM22
222528_s_at,SLC25A37
222529_at,SLC25A37
222530_s_at,MKKS
222531_s_at,AP5M1
222532_at,SRPRB
222533_at,CRBN
222534_s_at,INF2
222535_at,INF2
222536_s_at,ZNF395
222537_s_at,CDC42SE1
222538_s_at,APPL1
222539_at,CLN6
222540_s_at,RSF1
222541_at,RSF1
222542_x_at,COQ8A
222543_at,DERL1
222544_s_at,NSD3
222545_s_at,TMEM254
222546_s_at,EPS8L2
222547_at,MAP4K4
222548_s_at,MAP4K4
222549_at,CLDN1
222550_at,ARMC1
222551_s_at,C8orf33
222552_at,GOLT1B
222553_x_at,OXR1
222554_s_at,NOL6
222555_s_at,MRPL44
222556_at,ALG5
222557_at,STMN3
222558_at,RPRD1A
222559_s_at,RPRD1A
222560_at,LANCL2
222561_at,LANCL2
222562_s_at,TNKS2
222563_s_at,TNKS2
222564_at,POGK
222565_s_at,PRKD3
222566_at,KMT5B
222567_s_at,MEX3C
222568_at,UGGT1
222569_at,UGGT1
222570_at,NCS1
222571_at,ST6GALNAC6
222572_at,PDP1
222573_s_at,SAV1
222574_s_at,DHX40
222575_at,SETD5
222576_s_at,AGO1
222577_at,CCDC90B
222578_s_at,UBA5
222579_at,UBA5
222580_at,ZNF644
222581_at,XPR1
222582_at,PRKAG2
222583_s_at,NUP50
222584_at,MSTO1
222585_x_at,KRCC1
222586_s_at,OSBPL11
222587_s_at,GALNT7
222588_s_at,NKAPD1
222589_at,NLK
222590_s_at,NLK
222591_at,STYXL1
222592_s_at,ACSL5
222593_s_at,SPATS2
222594_s_at,SPATS2
222595_s_at,DIDO1
222596_s_at,LGR4
222597_at,SNAP29
222598_s_at,NAV2
222599_s_at,NAV2
222600_s_at,UBA6
222601_at,UBA6
222602_at,UBA6
222603_at,ERMP1
222604_at,GTF3C3
222605_at,RCOR3
222606_at,ZWILCH
222607_s_at,DIS3
222608_s_at,ANLN
222609_s_at,EXOSC1
222610_s_at,S100PBP
222611_s_at,PSPC1
222612_at,PSPC1
222613_at,C12orf4
222614_at,RWDD2B
222616_s_at,USP16
222617_s_at,FAM204A
222618_at,SMU1
222619_at,ZNF281
222620_s_at,DNAJC1
222621_at,DNAJC1
222622_at,PGP
222623_s_at,ZNF639
222624_s_at,ZNF639
222625_s_at,NDE1
222626_at,RBM26
222627_at,VPS54
222628_s_at,REV1
222629_at,REV1
222630_at,RFX7
222632_s_at,LZTFL1
222633_at,TBL1XR1
222634_s_at,TBL1XR1
222635_s_at,MED28
222636_at,MED28
222637_at,COMMD10
222638_s_at,TMEM242
222640_at,DNMT3A
222641_s_at,FAM222B
222642_s_at,TMEM33
222643_s_at,BBS1
222644_s_at,COLGALT1
222645_s_at,KCTD5
222646_s_at,ERO1A
222647_at,SLC35C1
222648_at,TBC1D16
222649_at,XPO4
222650_s_at,SLC2A4RG
222651_s_at,TRPS1
222652_s_at,GLYR1
222653_at,PNPO
222654_at,IMPAD1
222655_s_at,IMPAD1
222656_at,UBE2W
222657_s_at,UBE2W
222658_s_at,APTX
222660_s_at,RNF38
222661_at,AGGF1
222662_at,PPP1R3B
222663_at,RIOK2
222664_at,KCTD15
222665_at,RMDN1
222666_s_at,RCL1
222667_s_at,ASH1L
222668_at,KCTD15
222670_s_at,MAFB
222671_s_at,JMJD4
222672_at,LYRM4
222673_x_at,FAM122B
222674_at,SPOUT1
222675_s_at,BAIAP2L1
222677_x_at,AURKAIP1
222678_s_at,DCUN1D1
222679_s_at,DCUN1D1
222680_s_at,DTL
222681_at,POGLUT1
222682_s_at,FAM114A2
222683_at,RNF20
222684_s_at,NOL10
222685_at,HAUS6
222686_s_at,CPPED1
222687_s_at,ACER3
222688_at,ACER3
222689_at,ACER3
222690_s_at,TMEM39A
222691_at,SLC35B3
222694_at,CENPBD1P1
222695_s_at,AXIN2
222696_at,AXIN2
222697_s_at,ABHD10
222698_s_at,IMPACT
222699_s_at,PLEKHF2
222700_at,ATL2
222701_s_at,CHCHD7
222702_x_at,CRIPT
222703_s_at,YRDC
222704_at,POLR1A
222705_s_at,SLC25A15
222706_at,CWC25
222707_s_at,ACTR8
222708_s_at,STX17
222709_at,ATG7
222711_s_at,RHBDF1
222712_s_at,MUC13
222713_s_at,FANCF
222714_s_at,LACTB2
222715_s_at,SYNRG
222716_s_at,SNX24
222717_at,CAVIN2
222718_at,TMEM8A
222719_s_at,PDGFC
222720_x_at,ODR4
222721_at,CNIH4
222722_at,OGN
222723_at,VWA1
222724_at,VWA1
222725_s_at,PALMD
222726_s_at,EXOC5
222727_s_at,SLC8B1
222729_at,FBXW7
222730_s_at,ZDHHC2
222731_at,ZDHHC2
222733_x_at,RRP1
222734_at,WARS2
222735_at,TMEM38B
222736_s_at,TMEM38B
222737_s_at,BRD7
222739_at,TMEM62
222740_at,ATAD2
222741_s_at,SAYSD1
222742_s_at,IFT22
222743_s_at,C11orf71
222744_s_at,TMLHE
222745_s_at,KATNBL1
222746_s_at,BSPRY
222747_s_at,SCML1
222748_s_at,TXNL4B
222749_at,SUFU
222750_s_at,SRD5A3
222751_at,HERPUD2
222752_s_at,PACC1
222753_s_at,SPCS3
222754_at,TRNT1
222755_s_at,CHD7
222756_s_at,ARRB1
222757_s_at,MAP3K20
222758_s_at,TMEM132A
222759_at,KMT5B
222760_at,ZNF703
222761_at,BIVM
222762_x_at,LIMD1
222764_at,ASRGL1
222765_x_at,ESF1
222766_at,POLR3K
222767_s_at,C12orf49
222768_s_at,TRMT6
222769_at,MTHFSD
222770_s_at,GUF1
222771_s_at,MYEF2
222772_at,MYEF2
222773_s_at,GALNT12
222774_s_at,NETO2
222775_s_at,MRPL35
222776_at,MAGOHB
222777_s_at,NSD2
222778_s_at,NSD2
222779_s_at,NCBP3
222780_s_at,BAALC
222781_s_at,C9orf40
222782_s_at,GMIP
222783_s_at,SMOC1
222784_at,SMOC1
222785_x_at,C11orf1
222786_at,CHST12
222787_s_at,TMEM106B
222788_s_at,RSBN1
222789_at,RSBN1
222790_s_at,RSBN1
222791_at,RSBN1
222792_s_at,CCDC59
222793_at,DDX58
222794_x_at,MTPAP
222795_s_at,PLCXD1
222797_at,DPYSL5
222798_at,PTER
222799_at,WDR91
222800_at,TRNAU1AP
222801_s_at,STAG3L4
222802_at,EDN1
222803_at,PRTFDC1
222804_x_at,DCAF10
222805_at,MANEA
222806_s_at,EMSY
222807_at,EMSY
222808_at,ALG13
222809_x_at,CCDC85C
222810_s_at,RASAL2
222811_at,CMTR2
222812_s_at,RHOF
222813_at,ZNF668
222814_s_at,ZNHIT2
222815_at,RLIM
222816_s_at,ZCCHC2
222817_at,HSD3B7
222818_at,OSBPL10
222819_at,CTPS2
222820_at,TNRC6C
222821_s_at,GEMIN7
222822_s_at,MMRN2
222823_at,IPPK
222824_at,NUDT5
222825_at,OTUD6B
222826_at,BLOC1S6
222827_s_at,KLHL41
222828_at,IL20RA
222829_s_at,IL20RA
222830_at,GRHL1
222831_at,SAP30L
222832_s_at,MFF
222833_at,LPCAT2
222834_s_at,GNG12
222835_at,THSD4
222836_at,NAA15
222837_s_at,NAA15
222838_at,SLAMF7
222839_s_at,PAPOLG
222840_at,ATG2B
222841_s_at,TIMM22
222842_at,AGO4
222843_at,FIGNL1
222844_s_at,SRR
222845_x_at,TMBIM4
222846_at,RAB8B
222847_s_at,EGLN3
222848_at,CENPK
222849_s_at,SCRN3
222850_s_at,DNAJB14
222851_at,ZNF654
222852_at,C10orf88
222853_at,FLRT3
222854_s_at,GEMIN8
222855_s_at,TRPV2
222856_at,APLN
222857_s_at,KCNMB4
222858_s_at,DAPP1
222859_s_at,DAPP1
222860_s_at,PDGFD
222861_x_at,FBXO44
222862_s_at,AK5
222863_at,ZBTB10
222864_s_at,ZNF219
222865_x_at,TMEM204
222866_s_at,FLVCR2
222867_s_at,MED31
222868_s_at,IL18BP
222869_s_at,ELAC1
222870_s_at,B3GNT2
222871_at,KLHDC8A
222872_x_at,NABP1
222873_s_at,EHMT1
222874_s_at,CLN8
222875_at,DHX33
222876_s_at,ADAP2
222877_at,NRP2
222878_s_at,OTUB2
222879_s_at,POLH
222880_at,AKT3
222881_at,HPSE
222882_s_at,BORCS6
222883_at,COA7
222884_at,ZNF346
222885_at,EMCN
222886_at,NSUN3
222887_s_at,TMEM127
222888_at,CCNJ
222889_at,DCLRE1B
222890_at,CCDC113
222891_s_at,BCL11A
222892_s_at,TMEM40
222893_s_at,RPAP2
222894_x_at,NDUFAF5
222895_s_at,BCL11B
222896_at,TMEM38A
222897_s_at,ZFP64
222898_s_at,DLL3
222899_at,ITGA11
222900_at,NRIP3
222901_s_at,KCNJ16
222902_s_at,EXO5
222903_s_at,CPEB1
222904_s_at,TMC5
222905_s_at,TMEM143
222906_at,FLVCR1
222907_x_at,TMEM50B
222908_at,PIEZO2
222909_s_at,BAG4
222910_s_at,PEX5L
222911_s_at,DIPK2B
222912_at,ARRB1
222913_at,KLF3
222914_s_at,TMEM121
222915_s_at,BANK1
222916_s_at,HDLBP
222917_s_at,TBX3
222918_at,RAB9B
222919_at,TRDN
222920_s_at,TESPA1
222921_s_at,HEY2
222922_at,KCNE3
222923_s_at,KCNE3
222924_at,SLMAP
222925_at,DCDC2
222926_at,DCDC2
222927_s_at,CPLX3
222928_s_at,FAM160B2
222929_at,FAM160B2
222930_s_at,AGMAT
222931_s_at,THNSL1
222932_at,EHF
222933_at,MORN1
222934_s_at,CLEC4E
222935_x_at,SLC39A8
222936_s_at,DESI2
222937_s_at,MMP28
222938_x_at,ENPP3
222939_s_at,SLC16A10
222940_at,SULT1E1
222941_at,USP46
222942_s_at,TIAM2
222943_at,GBA3
222944_s_at,MAGIX
222945_x_at,OLAH
222946_s_at,AUNIP
222947_at,LOC100379224
222948_s_at,MRPS18C
222949_at,NXF3
222950_at,NIPAL2
222951_s_at,ANKEF1
222952_s_at,TLR7
222953_at,GPR83
222954_at,FBXO40
222956_at,FIGN
222957_at,NEU4
222958_s_at,DEPDC1
222959_at,CNGB3
222960_at,CACNA1H
222961_at,SERINC2
222962_s_at,MCM10
222963_s_at,IL1RAPL1
222964_at,USP49
222965_at,PRO2214
222966_at,TLK1
222967_at,SLC5A7
222969_at,B3GALT1
222971_at,NDUFA2
222972_at,VSX1
222974_at,IL22
222975_s_at,CSDE1
222976_s_at,TPM3
222977_at,SURF4
222978_at,SURF4
222979_s_at,SURF4
222980_at,RAB10
222981_s_at,RAB10
222982_x_at,SLC38A2
222983_s_at,PAIP2
222984_at,PAIP2
222985_at,YWHAG
222986_s_at,SHISA5
222987_s_at,TMEM9
222988_s_at,TMEM9
222989_s_at,UBQLN1
222990_at,UBQLN1
222991_s_at,UBQLN1
222992_s_at,NDUFB9
222993_at,MRPL37
222994_at,PRDX5
222995_s_at,RHBDD2
222996_s_at,CXXC5
222997_s_at,MRPS21
222998_at,MAF1
222999_s_at,CCNL2
223000_s_at,F11R
223001_at,OSTC
223002_s_at,XRN2
223003_at,TRIR
223004_s_at,TIMMDC1
223005_s_at,TMEM245
223006_s_at,TMEM245
223007_s_at,TMEM245
223008_s_at,TMEM245
223009_at,LAMTOR1
223010_s_at,OCIAD1
223011_s_at,OCIAD1
223013_at,TBL1XR1
223014_at,UBE2R2
223015_at,EIF2A
223016_x_at,ZRANB2
223017_at,TXNDC12
223018_at,NOB1
223019_at,NIBAN2
223020_at,CLPTM1L
223021_x_at,VTA1
223022_s_at,VTA1
223023_at,BET1L
223024_at,AP1M1
223025_s_at,AP1M1
223026_s_at,VPS29
223027_at,SNX9
223028_s_at,SNX9
223029_s_at,TRAF7
223030_at,TRAF7
223031_s_at,TRAF7
223032_x_at,PRELID1
223033_s_at,SCYL1
223034_s_at,C1orf43
223035_s_at,FARSB
223036_at,FARSB
223037_at,PDZD11
223038_s_at,SINHCAF
223039_at,GUCD1
223040_at,NAA20
223041_at,CD99L2
223042_s_at,FUNDC2
223043_at,EMC4
223044_at,SLC40A1
223045_at,EGLN1
223046_at,EGLN1
223047_at,CMTM6
223048_at,SDHAF2
223049_at,GRB2
223050_s_at,FBXW5
223051_at,SSU72
223052_x_at,SSU72
223053_x_at,SSU72
223054_at,DNAJB11
223055_s_at,XPO5
223056_s_at,XPO5
223057_s_at,XPO5
223058_at,FAM107B
223059_s_at,FAM107B
223060_at,C14orf119
223061_at,CHID1
223062_s_at,PSAT1
223063_at,C1orf198
223064_at,RNF181
223065_s_at,STARD3NL
223066_at,SNAPIN
223067_at,CWC15
223068_at,EML4
223069_s_at,EML4
223070_at,SELENOK
223071_at,IER3IP1
223073_at,MFSD14B
223074_s_at,AIF1L
223075_s_at,AIF1L
223076_s_at,NSUN2
223077_at,TMOD3
223078_s_at,TMOD3
223079_s_at,GLS
223080_at,GLS
223081_at,PHF23
223082_at,SH3KBP1
223084_s_at,CCNDBP1
223085_at,RNF19A
223086_x_at,MRPL51
223087_at,ECHDC1
223088_x_at,ECHDC1
223089_at,VEZT
223090_x_at,VEZT
223091_x_at,MFF
223092_at,ANKH
223093_at,ANKH
223094_s_at,ANKH
223095_at,MARVELD1
223096_at,NOP58
223097_at,ADPRHL2
223100_s_at,NUDT5
223101_s_at,ARPC5L
223103_at,STARD10
223104_at,JAGN1
223106_at,TMEM14C
223107_s_at,ZCCHC17
223108_s_at,ZCCHC17
223109_at,TRUB2
223110_at,VIRMA
223111_x_at,ARID4B
223112_s_at,NDUFB10
223113_at,TMEM138
223114_at,COQ5
223115_at,MED17
223116_at,BCAR1
223117_s_at,USP47
223118_s_at,USP47
223119_s_at,USP47
223120_at,FUCA2
223121_s_at,SFRP2
223122_s_at,SFRP2
223123_s_at,PITHD1
223124_s_at,PITHD1
223125_s_at,C1orf21
223126_s_at,C1orf21
223127_s_at,C1orf21
223128_at,FOXRED1
223129_x_at,MYLIP
223130_s_at,MYLIP
223131_s_at,TRIM8
223132_s_at,TRIM8
223133_at,TMEM14B
223134_at,BBX
223135_s_at,BBX
223136_at,AIG1
223137_at,ZDHHC4
223138_s_at,DHX36
223139_s_at,DHX36
223140_s_at,DHX36
223141_at,UCK1
223142_s_at,UCK1
223143_s_at,AKIRIN2
223144_s_at,AKIRIN2
223145_s_at,AKIRIN2
223148_at,PIGS
223149_s_at,PTPN23
223150_s_at,PTPN23
223151_at,DCUN1D5
223152_at,PPP1R12C
223153_x_at,TMUB1
223154_at,MRPL1
223155_at,HDHD2
223156_at,MRPS23
223157_at,NOA1
223158_s_at,NEK6
223159_s_at,NEK6
223160_s_at,PPP4R3A
223161_at,KIAA1147
223162_s_at,KIAA1147
223163_s_at,ZC3HC1
223164_at,CCM2
223165_s_at,IP6K2
223166_x_at,RABL6
223167_s_at,USP25
223168_at,RHOU
223169_s_at,RHOU
223170_at,TMEM98
223171_at,DYM
223172_s_at,MTFP1
223173_at,SPNS1
223174_at,BTBD10
223175_s_at,FEM1A
223176_at,KCTD20
223177_at,NT5DC1
223178_s_at,NT5DC1
223179_at,YPEL3
223180_s_at,TIMM21
223181_at,TIMM21
223182_s_at,AGPAT3
223183_at,AGPAT3
223184_s_at,AGPAT3
223185_s_at,BHLHE41
223187_s_at,ORMDL1
223188_at,SMG9
223189_x_at,KMT2E
223190_s_at,KMT2E
223191_at,COX16
223192_at,SLC25A28
223193_x_at,FAM162A
223194_s_at,SLC22A23
223195_s_at,SESN2
223196_s_at,SESN2
223197_s_at,SMARCAD1
223199_at,MKNK2
223200_s_at,LSG1
223204_at,GASK1B
223205_s_at,L3MBTL2
223206_s_at,NMRAL1
223207_x_at,PHPT1
223208_at,KCTD10
223209_s_at,SELENOS
223210_at,CHURC1
223211_at,HACL1
223212_at,ZDHHC16
223213_s_at,ZHX1
223214_s_at,ZHX1
223215_s_at,JKAMP
223217_s_at,NFKBIZ
223218_s_at,NFKBIZ
223219_s_at,CNOT10
223220_s_at,PARP9
223221_at,SCO1
223222_at,SLC25A19
223223_at,ARV1
223225_s_at,SEH1L
223226_x_at,SSBP4
223227_at,BBS2
223228_at,RTL6
223229_at,UBE2T
223230_at,PRPF38A
223231_at,TATDN1
223232_s_at,CGN
223233_s_at,CGN
223234_at,MAD2L2
223235_s_at,SMOC2
223236_at,NSRP1
223237_x_at,AP2A1
223238_s_at,PBRM1
223239_at,GSKIP
223240_at,FBXO8
223242_s_at,MFSD11
223243_s_at,EDEM3
223244_s_at,NDUFA12
223245_at,STRBP
223246_s_at,STRBP
223247_at,MED10
223248_at,HSDL1
223249_at,CLDN12
223250_at,KLHL7
223251_s_at,ANKRD10
223252_at,HDGFL2
223253_at,EPDR1
223254_s_at,G2E3
223255_at,G2E3
223256_at,G2E3
223257_at,G2E3
223258_s_at,G2E3
223259_at,ORMDL3
223260_s_at,POLK
223261_at,POLK
223262_s_at,FGFR1OP2
223263_s_at,FGFR1OP2
223264_at,TLNRD1
223265_at,SH3BP5L
223266_at,STRADB
223267_at,TRMT10C
223268_at,C11orf54
223269_at,POLR3GL
223270_at,CTDSPL2
223271_s_at,CTDSPL2
223272_s_at,NTPCR
223273_at,GON7
223274_at,TCF19
223275_at,PRMT6
223276_at,SMIM3
223277_at,ELP6
223278_at,GJB2
223279_s_at,UACA
223280_x_at,MS4A6A
223281_s_at,COX15
223282_at,TSHZ1
223283_s_at,TSHZ1
223284_at,NAT14
223285_s_at,ST6GALNAC4
223286_at,ELP5
223287_s_at,FOXP1
223288_at,USP38
223289_s_at,USP38
223291_at,MRPS15
223292_s_at,MRPS15
223293_at,WDR24
223294_at,PBDC1
223295_s_at,LUC7L
223296_at,SLC25A33
223297_at,AMMECR1L
223298_s_at,NT5C3A
223299_at,SEC11C
223300_s_at,CCDC82
223301_s_at,CCDC82
223302_s_at,ZNF655
223303_at,FERMT3
223304_at,SLC37A3
223305_at,TMEM216
223306_at,EBPL
223307_at,CDCA3
223308_s_at,WDR5
223309_x_at,PNPLA8
223310_x_at,PNPLA8
223311_s_at,MTA3
223312_at,PRADC1
223314_at,TSPAN14
223315_at,NTN4
223316_at,CCDC3
223317_at,ALKBH7
223318_s_at,ALKBH7
223319_at,GPHN
223320_s_at,ABCB10
223321_s_at,FGFRL1
223322_at,RASSF5
223323_x_at,TRPM7
223324_s_at,TRPM7
223325_at,TXNDC11
223326_s_at,GOLGA2P10
223327_x_at,GOLGA2P10
223328_at,ARMC10
223329_x_at,SUGT1
223330_s_at,SUGT1
223331_s_at,DDX20
223332_x_at,RNF126
223333_s_at,ANGPTL4
223334_at,TMEM126A
223335_at,TMEM69
223336_s_at,RAB18
223337_at,CWC27
223338_s_at,ATP5IF1
223339_at,ATP5IF1
223340_at,ATL1
223341_s_at,SCOC
223342_at,RRM2B
223343_at,MS4A7
223344_s_at,MS4A7
223345_at,HDAC8
223346_at,VPS18
223347_at,IRF4
223348_x_at,IRF4
223349_s_at,BOK
223350_x_at,LIN7C
223351_at,C17orf80
223352_s_at,C17orf80
223353_at,MOB2
223354_x_at,MFF
223355_at,ALG1
223356_s_at,MTIF3
223357_s_at,MTIF3
223358_s_at,PDE7A
223359_s_at,PDE7A
223360_at,SPATC1L
223361_at,ABRACL
223362_s_at,SEPTIN3
223363_at,PSMG3
223364_s_at,DHX37
223365_at,DHX37
223366_at,ZNF704
223367_at,DNAJC30
223368_s_at,NTMT1
223369_at,NTMT1
223370_at,PLEKHA3
223371_s_at,DNAJC4
223372_at,NUDT22
223373_s_at,PLA2G12A
223374_s_at,B3GALNT1
223375_at,TBC1D22B
223376_s_at,BRI3
223377_x_at,CISH
223378_at,GLIS2
223379_s_at,LATS2
223380_s_at,LATS2
223381_at,NUF2
223382_s_at,ZNRF1
223383_at,ZNRF1
223384_s_at,TRIM4
223385_at,CYP2S1
223386_at,FAM118B
223387_at,ZFYVE1
223388_s_at,ZFYVE1
223389_s_at,ZNF581
223390_at,ARRDC1-AS1
223391_at,SGPP1
223392_s_at,TSHZ3
223393_s_at,TSHZ3
223394_at,SERTAD1
223395_at,ABI3BP
223396_at,TMEM60
223397_s_at,NIP7
223398_at,CARD19
223399_x_at,SMIM4
223400_s_at,PBRM1
223401_at,ADPRM
223402_at,DUSP23
223403_s_at,POLR1B
223404_s_at,TRMT1L
223405_at,NPL
223406_x_at,FAM192A
223407_at,ENKD1
223408_s_at,FOXK2
223409_at,FOXK2
223410_s_at,FOXK2
223411_at,MIF4GD
223412_at,KBTBD7
223413_s_at,LYAR
223414_s_at,LYAR
223415_at,RPP25
223416_at,SF3B6
223417_at,RAD18
223418_x_at,ANKRD13C
223419_at,FBXW9
223420_at,DNAJC14
223421_at,CYHR1
223422_s_at,ARHGAP24
223423_at,GPR160
223424_s_at,ZSCAN21
223425_at,RAVER1
223426_s_at,EPB41L4B
223427_s_at,EPB41L4B
223428_s_at,ISY1
223429_x_at,ISY1
223430_at,SIK2
223431_at,BLOC1S4
223432_at,OSBP2
223433_at,YAE1
223434_at,GBP3
223436_s_at,TRPT1
223437_at,PPARA
223438_s_at,PPARA
223439_at,NKAP
223440_at,C16orf70
223441_at,SLC17A5
223442_at,NICN1
223443_s_at,AMZ2P1
223444_at,SENP7
223445_at,DTNBP1
223446_s_at,DTNBP1
223447_at,REG4
223448_x_at,MRPS22
223449_at,SEMA6A
223450_s_at,COG3
223451_s_at,CKLF
223452_s_at,ATL3
223453_s_at,ATL3
223454_at,CXCL16
223455_at,TCHP
223456_s_at,TCHP
223457_at,COPG2
223458_at,SEZ6L2
223459_s_at,C1orf56
223460_at,CAMKK1
223461_at,TBC1D7
223462_at,TMEM175
223463_at,RAB23
223464_at,OSBPL5
223465_at,COL4A3BP
223466_x_at,COL4A3BP
223467_at,RASD1
223468_s_at,RGMA
223469_at,PGPEP1
223470_at,PIGM
223471_at,RAB3IP
223472_at,NSD2
223473_at,MPV17L2
223474_at,IRF2BPL
223475_at,CRISPLD1
223476_s_at,C12orf65
223477_s_at,C12orf65
223478_at,TIMM8B
223479_s_at,CHCHD5
223480_s_at,MRPL47
223481_s_at,MRPL47
223482_at,TMEM120A
223483_at,SERGEF
223484_at,C15orf48
223485_at,HAGHL
223486_at,GTPBP8
223487_x_at,GNB4
223488_s_at,GNB4
223489_x_at,EXOSC3
223490_s_at,EXOSC3
223491_at,COMMD2
223492_s_at,LRRFIP1
223493_at,FBXO4
223494_at,OGA
223495_at,CCDC8
223496_s_at,CCDC8
223497_at,FAM135A
223498_at,SPECC1
223500_at,CPLX1
223501_at,TNFSF13B
223502_s_at,TNFSF13B
223503_at,TMEM163
223504_at,DNAJC27
223505_s_at,DNAJC27
223506_at,ZC3H8
223507_at,CLPX
